user_id,deposit_id,deposit_product_views,deposit_applied
14994,86,2,1
10959,59,2,1
19974,23,3,1
7526,13,2,0
2722,28,9,1
17528,56,4,1
11667,54,4,1
14542,86,3,1
15646,30,6,1
10224,40,4,0
17158,99,1,1
12576,31,4,1
14475,30,1,1
3467,37,4,0
19306,14,1,1
6320,15,1,1
2627,41,5,0
18599,40,2,1
5445,42,5,1
12163,16,3,1
2501,39,1,1
14508,31,1,1
19554,58,2,1
13230,91,2,1
4754,74,2,1
8800,84,3,0
4268,20,1,1
19995,88,2,1
15455,67,2,1
2691,11,3,1
6576,52,3,0
4540,26,4,1
14287,81,1,1
14051,55,1,1
15156,83,1,1
11234,25,1,1
14197,20,1,0
6560,81,1,1
11877,46,3,1
2860,71,5,1
932,5,1,1
5297,94,1,0
13714,19,3,0
10392,34,4,1
10558,78,3,1
1363,22,4,0
1038,39,1,1
7764,46,2,1
10413,82,3,0
1248,84,7,1
6054,56,5,0
8247,82,2,0
10741,39,2,1
17076,22,3,1
1938,28,3,1
5413,39,2,0
19595,68,3,1
3904,64,1,1
19928,43,2,1
3407,7,6,1
17242,76,1,1
4403,80,2,1
12478,34,2,1
12718,91,6,1
11356,91,5,0
7778,19,7,1
11160,1,1,1
17345,62,6,1
19537,86,4,1
6534,23,2,1
15438,38,3,1
1406,11,4,0
17442,56,3,0
5484,36,1,1
17904,71,4,0
17018,20,1,0
18182,47,1,1
13020,86,1,0
18438,96,5,0
16366,62,1,1
17684,19,1,1
17227,63,4,1
5800,11,1,1
9683,94,4,0
11994,66,2,0
5747,52,3,1
7838,95,4,1
18891,38,6,1
18531,39,3,1
41,41,4,1
10828,8,7,0
5991,3,2,1
4028,18,2,1
11219,72,3,1
12064,66,2,0
3996,40,4,1
14799,87,5,1
359,20,6,1
4942,10,6,1
11528,49,1,1
9376,100,2,1
6528,19,5,0
770,16,3,0
10088,11,1,1
6254,94,4,1
11541,59,2,0
5247,63,5,0
10701,49,1,1
7947,73,1,0
1264,74,4,0
4449,2,7,0
4153,12,4,1
17162,100,1,1
595,42,1,1
6471,22,2,0
10255,40,2,1
7817,82,1,1
18428,38,1,1
4094,88,4,0
9004,72,3,1
3400,18,5,0
12000,82,1,1
3971,32,4,0
1205,27,1,1
3627,17,3,0
4808,28,2,1
19664,77,4,1
6630,26,3,1
18565,12,2,1
240,30,4,0
14667,99,7,1
4733,30,3,1
18294,91,3,1
9157,80,4,1
13745,35,7,1
11383,12,6,0
3691,91,1,1
19443,66,2,1
152,37,2,1
8239,57,2,1
7204,15,8,1
1077,26,4,1
13021,24,1,1
13921,18,6,0
15929,33,4,1
19158,1,1,1
15173,88,1,1
13012,97,3,1
12043,19,1,1
669,71,2,0
18489,32,8,1
6035,29,4,1
7409,56,1,1
2165,54,2,1
15520,3,3,1
5241,10,4,1
6849,94,1,1
4483,62,5,0
11814,17,4,1
13086,4,3,1
1359,77,5,0
13407,97,4,1
15266,1,4,0
19146,98,3,1
16853,61,1,1
14343,95,4,1
13798,20,1,0
15621,82,2,1
422,6,1,0
15660,1,2,1
13131,74,1,1
16154,19,4,1
496,41,5,0
14807,42,2,1
16746,79,3,1
5633,29,5,1
7919,12,1,0
8614,83,1,1
17271,30,3,1
6665,34,3,1
18756,93,1,1
10801,93,5,1
7051,55,1,1
13931,61,4,1
3371,67,3,0
13378,80,7,1
14087,31,5,1
4119,82,4,0
9698,91,3,1
10286,45,4,1
132,98,4,0
9005,76,5,1
9903,19,2,0
19758,12,2,1
19226,61,4,1
4217,38,4,0
11122,50,2,0
10518,40,1,1
1648,86,6,1
15483,57,2,1
3343,49,4,1
1196,43,4,0
10299,35,1,1
10373,25,2,1
5194,79,4,1
10109,48,1,1
5790,99,1,1
5149,50,1,1
8980,29,2,1
12853,81,3,0
11963,40,4,0
12471,29,3,1
5216,57,1,1
15481,37,3,1
1958,50,2,1
16892,39,3,1
11580,24,5,1
4194,51,1,1
1102,17,5,0
19620,10,3,1
5024,44,1,1
4772,98,5,1
806,11,1,1
15785,8,1,1
17346,26,5,1
3520,59,4,1
9272,89,1,1
7003,81,2,1
13723,58,3,0
16164,46,5,1
5955,68,4,1
569,16,5,0
19828,83,2,0
9149,74,3,1
15351,86,1,1
3040,20,1,0
6738,79,1,1
17026,13,5,1
15624,75,4,1
5442,86,5,0
4046,28,2,1
6192,76,5,0
7570,37,4,1
11819,8,6,0
10697,57,1,1
11593,40,4,1
12355,44,2,1
722,44,4,1
18461,10,2,1
13627,100,3,1
12863,9,1,0
4063,58,6,1
250,77,3,1
16773,19,1,1
2511,70,1,1
9932,18,1,1
623,38,2,1
10461,51,2,1
18797,58,3,0
15303,76,5,1
15715,1,2,1
15808,36,5,0
2131,20,3,1
10770,49,4,1
17408,17,2,1
15374,12,6,1
4585,100,2,1
11768,86,1,1
8540,1,1,1
18494,35,4,1
6745,97,6,0
5219,52,4,1
7820,1,6,1
18866,60,3,1
4063,74,5,1
13123,7,2,0
5321,53,5,0
9395,18,3,1
12885,98,1,1
4054,100,3,0
5418,42,5,1
17643,98,3,0
17280,61,1,1
601,99,4,0
18258,69,2,1
11725,76,4,1
13354,49,3,1
16257,63,6,1
19222,25,3,1
4346,24,3,1
15386,73,1,1
11857,94,1,1
16188,15,2,1
11611,5,1,1
3353,48,2,0
15088,76,4,0
3425,14,1,1
14450,2,3,0
18268,58,4,0
8289,47,6,1
12829,62,4,1
1670,73,1,1
13479,42,4,1
12412,56,4,1
1297,6,2,1
15673,16,3,1
6125,96,2,1
648,55,3,1
161,73,4,1
17474,30,4,1
11798,61,5,1
12770,81,3,1
15656,60,2,1
18648,83,5,1
19727,46,3,1
16352,55,2,1
14536,34,3,1
19362,50,2,0
7862,63,3,1
19308,10,5,1
17039,95,5,0
212,23,2,0
4772,76,8,1
10240,16,1,1
14216,59,2,0
6705,18,5,0
10545,5,1,1
3698,12,1,1
3693,48,5,1
5717,26,4,1
10229,99,3,1
17798,44,3,1
17717,90,2,1
7214,99,1,1
19864,36,5,1
8627,41,7,1
12594,90,4,0
11990,51,1,1
17068,97,1,1
4688,2,2,1
1166,30,2,0
15753,24,1,0
5816,24,8,1
18629,98,5,1
11617,14,4,0
11480,98,6,1
7968,77,2,1
9547,50,1,0
7636,58,2,1
7028,62,3,1
3499,100,2,1
3617,94,2,1
18033,52,5,0
3941,77,3,1
2248,30,3,1
183,75,5,1
555,70,6,1
3694,37,7,1
12174,17,2,0
8773,28,3,1
15616,96,5,1
1595,75,4,1
8733,13,2,1
7112,28,2,1
14648,15,1,0
3082,61,3,1
12628,22,1,1
2939,30,4,1
14619,55,3,0
12977,28,1,1
11508,78,1,0
513,90,2,1
19852,91,1,1
2195,32,4,1
3101,90,1,0
16523,93,2,1
10464,6,1,1
10416,65,5,1
11160,77,1,0
14421,67,3,0
19057,6,1,1
3367,69,5,1
9435,6,5,0
18683,59,1,1
17311,98,5,0
19301,64,2,1
3759,42,5,1
1873,89,3,1
1100,16,1,1
2880,71,5,1
16811,20,1,1
13582,52,1,1
14793,89,5,1
15333,33,1,1
1708,99,5,1
3346,65,4,1
6156,14,2,1
279,89,1,1
5529,79,6,1
13847,95,6,1
10529,25,1,0
7087,58,4,1
16482,82,1,1
15539,94,3,1
18182,58,3,0
3914,89,2,1
17273,79,3,1
13896,55,4,1
14197,4,4,1
10183,43,6,0
4136,61,4,1
8137,100,1,1
16776,92,1,0
4428,72,4,1
3423,69,1,1
171,33,4,1
13157,52,2,1
879,51,3,1
14803,24,5,1
350,56,6,1
14240,37,2,1
1254,41,4,1
10163,83,1,1
9506,64,3,1
11160,58,4,1
4823,6,5,1
12112,94,2,1
4273,21,2,1
7191,34,5,0
14845,55,1,1
10006,32,1,0
8364,57,3,0
2238,29,7,1
17515,95,6,1
18477,27,1,1
5917,40,3,1
1865,43,2,1
11054,66,2,1
9314,32,4,1
238,41,1,0
19877,82,2,0
5435,61,4,0
17186,61,2,1
4578,62,2,1
16373,97,2,1
13731,52,4,1
13507,10,4,1
12332,36,3,1
6336,52,4,1
5235,95,1,0
14847,71,2,1
15275,1,3,1
14923,58,3,1
15218,39,1,1
14064,87,5,0
8646,97,3,1
1993,39,3,0
12749,1,5,1
2445,50,2,1
5757,46,2,1
16527,5,2,0
3081,7,1,1
2510,31,4,1
15226,14,2,1
17795,53,3,1
15211,16,4,1
587,68,5,1
5288,86,3,1
18541,17,3,1
1847,48,2,1
2872,95,4,1
7215,34,1,1
4027,97,1,1
11746,74,6,1
14193,91,2,1
16349,34,3,1
16419,96,7,0
12658,69,4,0
13056,46,3,1
19596,56,2,0
9175,54,5,0
9666,38,4,1
11686,48,2,0
14720,71,5,0
9085,35,6,1
6935,63,1,1
8496,54,2,1
1682,28,3,0
1371,1,1,1
14501,76,1,1
16862,7,5,1
17494,67,4,0
15121,71,1,1
1553,51,1,1
14149,72,4,1
11858,25,1,1
2603,94,1,0
6296,27,2,1
19018,45,1,1
14763,50,3,1
13178,67,5,0
1077,35,5,1
19964,32,3,0
3718,34,4,1
14683,21,6,1
8893,66,4,0
9225,94,1,0
4472,12,4,1
14341,77,2,1
5584,64,2,1
7553,44,5,1
15606,38,6,1
308,9,1,1
19550,30,6,0
1907,27,1,1
8691,96,5,1
6504,18,6,1
797,95,1,1
1280,32,2,1
17162,93,2,1
15035,41,3,1
16515,100,3,1
496,53,5,1
9719,55,1,1
4395,1,5,1
13530,99,1,1
4685,79,5,1
14146,30,6,1
15159,85,4,1
7440,77,1,1
5368,32,1,1
995,37,3,0
10114,21,4,0
11927,10,6,0
3937,16,5,0
12851,92,2,1
15493,100,4,1
7024,100,4,1
3639,46,5,1
7155,50,4,0
7483,28,5,1
18934,66,6,0
7582,82,1,1
19269,40,4,1
15714,11,2,1
15358,18,5,1
9891,39,4,1
18089,24,5,1
7462,92,3,1
15848,23,2,1
7005,78,1,0
7850,46,1,0
19215,40,1,1
16535,12,4,1
5592,26,1,1
1076,51,4,1
534,37,3,1
9955,40,5,1
2903,8,2,1
6204,71,3,0
14694,75,3,0
7966,70,4,0
19668,10,2,1
10196,58,4,1
3607,25,1,0
6188,39,4,1
16376,80,5,1
17787,50,4,1
1283,68,5,1
3153,2,4,1
9770,85,4,1
17677,74,3,1
4301,75,1,0
1755,82,2,0
14495,3,4,1
16341,22,6,1
13820,99,2,1
6420,7,1,1
18558,23,2,0
3109,32,3,1
18149,30,5,1
9393,23,4,0
12068,9,3,1
14122,10,2,1
14316,12,3,1
16130,34,2,1
19021,72,3,0
5034,91,2,0
7049,28,6,0
7839,38,2,1
14013,71,4,1
14342,30,3,1
15743,12,1,0
18788,63,1,0
3068,87,2,1
9634,22,10,1
620,99,8,1
18387,40,3,0
10076,19,1,1
18404,28,5,0
14171,9,2,1
6262,35,7,0
5189,8,4,1
19009,45,4,1
8315,76,5,1
9717,55,2,1
18494,46,4,1
12381,40,3,0
4268,33,2,0
15348,73,3,0
17957,40,3,1
7616,23,1,1
14681,53,5,1
6108,3,1,1
16699,19,6,1
1546,89,1,0
14448,12,5,0
18145,93,3,1
17396,76,5,1
13036,44,1,1
12576,34,7,1
5118,50,6,1
6329,27,6,1
3598,56,2,0
19307,36,4,1
14494,98,1,1
12696,47,5,1
14300,93,1,1
5114,22,4,0
3582,1,4,0
1501,44,2,1
5087,41,2,1
14382,92,3,1
10909,32,4,1
18862,7,1,1
12683,85,3,1
11294,79,6,1
14170,22,4,1
19367,35,4,0
15772,25,1,1
2785,70,3,1
16921,15,4,1
15787,68,2,0
18338,2,1,0
8100,78,6,1
6694,15,6,0
2748,41,7,1
9372,2,6,1
12042,21,4,1
15048,6,3,1
9013,54,8,1
7920,6,2,1
16740,84,6,0
1651,100,2,1
14899,81,3,1
626,16,5,1
9320,89,2,0
19578,13,7,1
15546,35,6,1
18834,96,4,1
19349,85,4,1
18906,59,1,1
13310,47,3,0
18021,24,3,1
1607,18,6,1
16114,48,1,0
16287,19,1,0
14347,78,4,0
6515,26,6,1
2930,87,4,0
2449,98,3,1
19048,58,1,1
19067,44,3,1
18504,42,1,1
18285,88,1,0
6820,94,2,1
18939,18,5,1
14826,57,1,0
10739,24,3,1
1573,75,4,0
4085,99,6,1
8238,9,1,1
4471,27,2,1
17760,19,2,1
16205,55,8,1
5857,87,1,1
4215,62,4,1
17474,18,1,1
14251,9,3,1
1382,53,1,1
12243,93,1,1
6071,27,2,1
6068,89,4,1
10718,6,6,1
5356,65,1,1
15331,1,4,0
10675,42,2,0
6087,32,3,1
16387,58,2,0
9532,70,2,1
4163,14,1,1
1402,65,4,1
406,22,5,1
18343,77,6,1
1407,4,1,1
16929,34,7,1
6909,100,2,1
11728,77,1,1
555,9,4,0
12977,86,5,1
10804,65,4,1
16393,25,3,1
3143,48,3,1
14886,36,4,1
11723,53,1,0
9192,2,2,1
9966,32,5,1
5858,82,3,0
15568,98,4,1
14779,2,3,0
2057,57,1,0
16557,65,3,1
9397,81,5,1
11162,99,5,1
4369,51,5,1
711,91,8,1
9071,25,2,1
16153,17,1,1
14260,99,2,0
18754,25,1,1
7477,44,3,1
16719,24,5,0
8338,85,6,0
10898,4,5,1
8332,63,1,0
5770,79,5,1
1162,71,5,1
19565,37,3,1
17701,26,5,1
19045,65,6,0
3242,54,1,1
16443,91,3,1
17589,86,7,1
2833,46,2,0
14816,88,3,1
11731,49,3,1
15221,5,2,1
15955,56,4,1
17794,48,3,1
1543,19,1,0
10997,13,1,1
13288,21,5,1
14494,8,2,1
8537,86,1,1
10688,25,2,1
18791,71,1,1
16719,64,2,1
17283,30,5,0
18040,1,4,1
1124,7,2,1
1634,33,2,1
13867,68,5,1
4746,28,1,1
5836,2,1,0
16954,100,1,0
11148,50,5,1
4372,24,2,1
14551,63,2,1
18645,18,1,1
7681,84,7,1
12350,73,2,1
6016,50,1,1
17303,37,2,1
1143,17,3,1
4748,14,2,1
1440,32,1,0
13957,62,6,1
7158,12,4,1
19132,29,3,1
14295,22,3,1
19034,19,1,1
14389,37,3,0
3291,62,4,1
9802,100,2,0
3872,81,5,0
19462,83,5,1
6909,97,3,1
17247,37,1,1
17398,76,4,0
6860,89,2,1
11844,21,3,0
7670,81,1,1
15524,12,3,1
16109,56,2,1
10856,92,1,0
10679,19,4,0
577,62,2,1
201,26,1,0
4137,66,2,1
11892,99,3,1
17477,34,2,1
14633,98,5,1
15403,50,4,1
13573,16,4,1
174,2,1,0
8476,24,1,1
8219,11,1,0
3547,9,1,0
11363,47,1,1
12999,43,6,0
19235,43,2,0
1272,14,6,1
14854,97,5,1
10090,12,2,1
6644,75,4,1
19181,42,1,1
15056,85,3,1
15489,40,7,1
3926,76,1,1
19445,85,2,1
16907,99,4,1
10919,12,1,1
8761,84,7,0
17487,10,4,1
10929,73,2,0
8854,54,1,1
4063,61,4,1
1449,26,1,1
11590,51,6,0
19281,91,3,1
808,96,2,0
18570,12,7,1
11685,9,5,1
370,89,6,1
17155,20,6,0
9410,18,3,0
9570,86,4,1
15207,11,2,1
17828,53,6,0
4065,53,2,1
11903,39,4,1
739,49,1,1
5520,11,2,0
167,13,1,1
8718,14,4,0
4039,48,4,0
9389,91,1,1
6083,68,1,1
11799,76,1,0
3759,61,1,1
15311,96,4,1
7577,15,7,1
6392,5,2,1
2544,56,3,1
9986,20,5,0
16546,86,1,1
3010,39,5,1
5269,94,2,1
17764,80,1,1
17908,65,5,0
15112,100,3,1
8981,71,6,1
15244,37,4,1
11142,2,1,0
19813,59,1,1
18836,92,2,0
5582,33,4,1
16213,86,1,1
13804,67,1,1
7041,28,1,1
7892,37,1,1
5919,64,4,1
16520,71,3,1
19239,74,5,1
10818,9,4,1
1748,73,4,1
12867,44,3,1
18301,81,3,0
15789,94,3,1
10952,92,1,1
4281,82,2,1
2320,96,1,1
3250,8,1,0
4917,50,2,1
7373,15,4,1
8121,6,3,0
19708,1,1,1
17240,99,5,1
18699,93,4,1
15627,10,1,1
16109,36,2,1
5995,71,2,1
4008,48,4,1
5572,56,2,0
19082,15,1,1
8262,72,1,1
16079,63,1,1
2241,50,1,0
3751,29,3,1
1239,45,1,1
6290,53,2,0
13813,79,5,1
4310,95,4,1
10087,83,2,0
16518,22,4,0
8826,6,4,1
8068,32,3,0
11884,1,2,1
13833,85,4,1
110,77,5,1
7380,86,2,1
19738,100,1,1
9066,12,3,0
2063,44,3,1
19511,72,1,1
18410,72,1,1
16032,16,5,1
4199,92,4,1
10002,30,1,0
14499,30,1,0
7876,91,6,1
15399,86,3,1
12703,53,4,1
13248,32,1,1
13676,37,4,0
19339,90,1,0
10022,90,5,1
16985,30,2,1
4559,33,1,1
3842,25,2,1
9756,58,1,1
4775,31,3,0
7962,84,5,1
7874,26,5,1
13396,14,4,1
624,49,3,1
8171,36,1,1
3352,71,6,0
17061,45,1,1
1087,6,5,1
16784,51,1,0
8862,50,1,1
1526,73,3,1
7924,76,1,0
19064,38,7,1
3555,79,1,1
17366,46,1,1
9712,71,1,1
7432,6,7,1
14623,52,3,1
10050,26,1,0
3622,39,2,1
47,85,1,1
15900,25,1,0
13952,16,6,1
9725,23,6,0
19739,48,6,1
996,11,1,1
2796,57,2,1
2709,55,1,1
2804,89,3,0
2968,10,1,1
10629,84,3,1
9497,67,6,1
14492,83,1,1
16453,39,3,1
10690,73,2,1
13596,84,2,1
19784,57,1,0
13898,34,4,1
14051,42,5,0
3051,44,5,0
17392,47,2,0
3501,17,4,1
11623,98,3,1
12523,16,2,0
1948,99,4,1
8689,87,2,0
5679,34,6,1
9271,57,1,1
15208,2,2,0
628,9,2,1
2669,49,5,1
19705,27,1,1
1531,50,2,0
15839,33,2,0
7443,25,3,1
11482,54,2,1
4229,39,1,1
10965,31,2,0
15439,55,1,0
10625,11,1,1
17805,17,3,1
14322,82,5,1
711,76,3,0
12890,14,4,1
19329,59,2,1
12588,5,2,1
10197,32,3,1
19436,97,8,1
16352,98,1,1
10516,9,3,1
16181,12,2,1
556,56,4,1
16365,42,2,0
951,30,5,1
3435,90,5,1
16032,10,4,1
13418,18,5,0
10560,74,7,1
2822,56,5,1
12318,82,3,1
13686,46,1,1
3656,37,9,1
15884,78,1,0
7195,26,2,1
736,38,1,1
1642,64,4,0
16376,12,4,1
11314,14,2,0
1434,61,5,1
13083,16,6,1
19492,5,3,1
7038,77,5,1
16116,9,1,1
3811,72,1,1
9189,60,4,1
5700,76,5,1
11924,58,6,0
4418,7,1,1
16025,61,8,1
12274,41,4,0
18171,31,2,1
4327,98,2,1
3823,76,4,1
1334,27,5,1
15089,36,1,1
8070,46,2,1
17773,72,1,0
7372,76,3,1
17119,38,6,1
5435,6,3,1
10369,62,4,1
10456,83,6,1
15451,91,4,1
16652,91,3,1
10375,2,5,1
14912,24,2,1
6829,67,4,1
2883,89,1,1
13680,32,4,1
11143,84,5,1
15400,38,1,0
16289,53,5,1
16677,54,1,0
850,16,1,0
5712,15,3,0
747,73,2,1
13064,40,1,1
2340,24,1,1
5137,59,3,1
11121,22,1,0
7170,55,6,1
8674,33,6,0
11672,74,1,1
18488,20,1,0
11422,61,3,0
12536,52,5,1
13782,43,4,1
17353,28,1,1
17122,71,5,1
17747,15,6,1
12341,63,5,1
11741,9,4,1
18836,97,2,0
5462,13,7,1
9146,16,1,1
6028,84,1,0
8485,28,1,1
10993,16,1,1
8975,67,5,1
19640,93,1,1
18432,30,1,1
6186,17,2,1
5392,94,3,1
2422,79,4,1
3719,52,3,0
9476,69,6,0
18173,87,1,1
400,53,3,1
2606,43,1,1
3954,70,3,1
9160,42,5,1
5329,66,4,1
8473,95,2,1
15434,4,2,1
503,94,3,1
12102,36,3,1
4439,79,1,1
12588,48,1,0
9507,17,5,1
5245,46,1,1
4554,79,2,1
16008,3,3,1
1100,91,3,1
377,51,5,0
15785,18,3,0
6303,53,2,1
15781,56,2,0
1299,30,1,1
15244,96,1,1
12839,11,1,1
11740,23,4,1
8334,79,7,1
11554,39,5,1
8793,41,1,0
16103,28,4,1
17889,90,4,1
3240,95,6,1
14162,65,3,1
6151,35,4,1
4449,82,2,1
16415,87,1,1
14208,75,1,1
9893,59,6,0
2903,4,5,1
2007,40,5,1
1712,24,3,1
5995,76,1,1
16166,63,4,1
11860,43,1,1
19527,41,3,1
4113,71,2,0
7316,100,6,1
14110,25,3,1
14437,16,2,1
15608,88,2,1
2936,64,3,0
13075,65,2,0
14827,75,9,1
2858,42,7,1
16029,77,4,1
15266,73,3,1
18994,82,3,1
19075,59,4,0
18330,76,3,1
6429,2,4,1
12,15,6,1
3148,39,2,1
19510,42,3,1
8552,35,4,1
10921,5,1,1
13895,42,2,1
19482,69,7,1
12800,8,4,1
16910,75,1,1
11442,51,3,1
4938,70,4,1
4939,25,1,1
13525,84,5,1
12796,18,1,0
8636,15,1,1
3234,79,1,0
2724,97,3,1
5858,11,5,1
4475,45,3,0
14904,44,1,0
1969,64,1,1
17983,85,4,1
10904,2,5,1
14493,15,3,0
16309,12,5,1
765,71,3,1
16494,7,2,1
1714,93,3,1
10727,40,5,1
17271,23,6,0
12186,47,4,0
5389,72,1,1
8302,73,3,1
13287,82,1,1
8135,34,5,1
16046,89,3,0
2075,78,1,1
16856,4,2,0
