user_id,age,gender,region,occupation,annual_income,debt,credit_score,annual_spending,num_cards,late_payment,financial_accident,total_deposit,total_savings,total_assets
167,78,1,경기,은퇴자,2014,899,700,415,2,0,0,2132,2187,3420
168,21,0,경기,무직,1455,872,730,165,2,0,0,588,447,163
169,48,1,경기,프리랜서,4164,2280,800,531,3,0,0,1206,652,-422
170,55,1,기타 지방,대기업 직원,4928,2707,900,526,3,0,0,1029,2033,355
171,39,1,인천,은퇴자,1619,855,650,138,2,0,1,3444,1906,4495
172,41,1,서울,대기업 직원,7664,3294,900,636,3,0,0,507,961,-1826
173,75,0,인천,은퇴자,2067,803,700,176,2,0,0,1480,1679,2356
174,65,0,기타 지방,프리랜서,2672,894,750,303,1,0,0,1892,1623,2621
175,38,1,기타 지방,은퇴자,1465,647,750,250,2,0,0,861,1007,1221
176,37,1,기타 지방,대기업 직원,6369,3451,900,1019,3,0,0,1827,1696,72
177,36,1,경기,자영업자,5360,3070,800,831,2,0,0,142,559,-2369
178,32,0,서울,중소기업 직원,5546,2716,850,1304,4,0,0,1323,1063,-330
179,23,1,기타 지방,무직,1000,461,730,127,2,0,0,1271,893,1703
180,35,1,지방 대도시,공무원,4271,2322,900,527,2,0,0,568,681,-1073
181,54,0,지방 대도시,중소기업 직원,3371,1400,850,665,4,0,0,410,913,-77
182,69,0,경기,은퇴자,1689,850,650,167,2,1,0,944,580,674
183,32,1,기타 지방,공무원,3746,1412,900,625,4,0,0,917,750,255
184,57,0,인천,프리랜서,3154,1013,800,510,2,0,0,2033,1734,2754
185,54,0,서울,프리랜서,2558,963,800,365,1,0,0,941,958,936
186,45,1,서울,무직,1768,597,750,244,1,0,0,1128,1424,1955
187,48,0,기타 지방,대기업 직원,5448,2659,900,1092,3,0,0,1253,961,-445
188,59,1,서울,프리랜서,2924,1637,800,687,2,0,0,905,1111,379
189,30,1,경기,은퇴자,2292,1171,750,208,1,0,0,1042,1275,1146
190,67,0,기타 지방,은퇴자,1910,851,700,316,1,0,0,107,483,-261
191,37,1,경기,공무원,5137,1912,900,669,3,0,0,1130,2342,1560
192,42,0,서울,대기업 직원,9055,4100,900,1129,3,0,0,687,685,-2728
193,33,0,기타 지방,프리랜서,2268,928,800,453,1,0,0,219,554,-155
194,39,1,서울,자영업자,3682,1535,800,573,4,0,0,643,1335,443
195,51,0,기타 지방,은퇴자,1632,545,750,268,2,0,0,2248,1433,3136
196,21,0,지방 대도시,프리랜서,2115,891,780,493,2,0,0,347,1006,462
197,51,0,경기,공무원,5860,1991,900,1126,3,0,0,2108,1003,1120
198,45,1,인천,자영업자,3335,1929,800,743,3,0,0,369,808,-752
199,54,1,서울,공무원,6949,4017,900,743,5,0,0,775,422,-2820
200,59,1,서울,중소기업 직원,5899,3423,850,1080,2,0,0,1138,1233,-1052
201,40,0,기타 지방,자영업자,3525,1994,800,476,3,0,0,541,694,-759
202,41,1,경기,은퇴자,2316,923,750,509,2,0,0,979,795,851
203,25,1,경기,대기업 직원,6056,2630,880,1344,3,0,0,116,0,-2514
204,48,0,서울,자영업자,5667,2519,800,634,3,0,0,719,867,-933
205,38,0,경기,공무원,5618,2680,900,851,2,0,0,338,396,-1946
206,36,1,경기,자영업자,5485,2723,800,792,4,0,0,0,0,-2723
207,30,0,기타 지방,프리랜서,2180,1126,800,451,1,0,0,1103,1058,1035
208,35,1,지방 대도시,중소기업 직원,3700,1324,850,588,2,0,0,442,55,-827
209,57,1,서울,무직,1591,625,750,186,2,0,0,1085,1182,1642
210,28,1,지방 대도시,프리랜서,2324,1303,780,305,2,0,0,1457,1551,1705
211,30,0,지방 대도시,중소기업 직원,3375,1877,850,352,2,0,0,443,139,-1295
212,32,1,지방 대도시,무직,1253,487,750,238,1,0,0,748,1508,1769
213,61,0,인천,중소기업 직원,4429,2563,800,650,2,0,0,1240,672,-651
214,41,1,인천,자영업자,4971,2490,800,841,3,0,0,1007,545,-938
215,51,0,서울,은퇴자,1996,654,700,385,2,1,0,3073,2121,4540
216,56,1,경기,중소기업 직원,3913,1373,850,756,3,0,0,1740,898,1265
217,69,1,경기,프리랜서,3800,2102,750,375,4,0,0,870,428,-804
218,28,0,기타 지방,자영업자,3634,1708,780,859,3,0,0,1875,1291,1458
219,53,0,기타 지방,은퇴자,1766,1039,750,166,2,0,0,1054,1365,1380
220,23,0,기타 지방,프리랜서,1880,678,780,187,1,0,0,1654,966,1942
221,59,1,서울,대기업 직원,9198,3772,900,2073,4,0,0,998,189,-2585
222,35,1,지방 대도시,중소기업 직원,4303,1614,850,643,4,0,0,258,115,-1241
223,33,0,인천,공무원,6292,2718,900,700,5,0,0,1983,1482,747
224,38,0,서울,자영업자,3847,1264,800,663,4,0,0,1977,1408,2121
225,25,1,인천,중소기업 직원,3825,2138,830,702,2,0,0,2830,318,1010
226,59,0,인천,자영업자,4274,2412,800,780,3,0,0,1375,1630,593
227,52,0,경기,무직,1256,490,750,249,1,0,0,1060,1423,1993
228,33,0,경기,공무원,5054,1923,900,973,2,0,0,1346,1048,471
229,57,0,서울,대기업 직원,6853,3337,900,635,4,0,0,815,563,-1959
230,41,0,서울,중소기업 직원,5899,2392,850,1406,4,0,0,318,86,-1988
231,36,1,지방 대도시,프리랜서,2587,1150,800,279,1,0,0,1133,848,831
232,58,1,경기,은퇴자,2425,1343,750,272,2,0,0,1266,674,597
233,79,0,서울,자영업자,5152,2332,750,532,3,0,0,630,758,-944
234,57,1,기타 지방,프리랜서,2044,907,800,198,2,0,0,920,927,940
235,35,0,서울,프리랜서,4149,1532,800,517,4,0,0,0,0,-1532
236,20,0,서울,중소기업 직원,4539,2023,830,744,2,0,0,1777,1320,1074
237,49,0,서울,프리랜서,2733,1567,700,398,1,0,1,970,1543,946
238,50,0,지방 대도시,대기업 직원,6191,3346,900,907,3,0,0,853,898,-1595
239,47,1,경기,자영업자,3699,1206,800,329,2,0,0,630,662,86
240,23,0,지방 대도시,프리랜서,3587,1226,780,395,3,0,0,686,347,-193
241,71,1,경기,중소기업 직원,4557,2437,800,532,3,0,0,696,986,-755
242,66,0,지방 대도시,프리랜서,1856,719,750,295,1,0,0,1429,1504,2214
243,31,0,인천,프리랜서,3049,930,800,656,3,0,0,1712,1210,1992
244,64,0,경기,공무원,5435,2661,800,565,2,1,0,107,684,-1870
245,53,0,경기,공무원,6333,2024,900,907,4,0,0,1925,2036,1937
246,41,1,지방 대도시,은퇴자,1620,772,750,328,1,0,0,705,1416,1349
247,64,1,서울,공무원,6627,3150,850,1092,3,0,0,2113,1038,1
248,30,1,서울,은퇴자,2090,716,750,235,2,0,0,835,1344,1463
249,65,0,인천,은퇴자,1877,1105,700,313,1,0,0,39,0,-1066
250,59,0,지방 대도시,무직,1156,426,750,261,2,0,0,1696,898,2168
251,73,1,기타 지방,은퇴자,1675,909,700,268,1,0,0,2198,1311,2600
252,40,0,경기,중소기업 직원,4148,1639,850,755,2,0,0,618,801,-220
253,29,0,지방 대도시,공무원,5007,1868,880,1172,3,0,0,226,826,-816
254,78,0,인천,중소기업 직원,3752,1597,800,793,2,0,0,1614,1965,1982
255,38,1,인천,은퇴자,2496,1278,750,244,1,0,0,0,394,-884
256,22,0,경기,대기업 직원,8757,4325,830,1872,3,1,0,545,613,-3167
257,57,1,기타 지방,무직,1045,505,750,209,1,0,0,746,537,778
258,52,1,기타 지방,공무원,3975,1541,900,711,2,0,0,320,1236,15
259,53,0,서울,대기업 직원,7011,2779,850,1290,3,1,0,1660,970,-149
260,49,0,경기,자영업자,5489,1883,800,1192,3,0,0,496,637,-750
261,55,1,서울,자영업자,3778,1484,800,456,3,0,0,472,422,-590
262,22,0,지방 대도시,중소기업 직원,4417,2028,830,872,3,0,0,266,496,-1266
263,50,1,지방 대도시,자영업자,3987,2185,750,896,2,1,0,1519,1589,923
264,30,1,서울,은퇴자,2463,1038,750,265,1,0,0,1474,1040,1476
265,20,0,경기,은퇴자,2471,1386,730,612,1,0,0,1196,400,210
266,57,0,인천,은퇴자,2440,751,750,425,1,0,0,682,630,561
267,31,1,서울,중소기업 직원,4290,2187,850,801,4,0,0,532,507,-1148
268,56,1,인천,무직,1535,465,750,339,2,0,0,949,650,1134
269,39,0,경기,자영업자,5160,1825,800,838,3,0,0,1236,949,360
270,55,0,서울,자영업자,5170,2121,800,438,4,0,0,926,505,-690
271,43,0,서울,자영업자,5169,2553,800,1019,3,0,0,599,482,-1472
272,36,0,기타 지방,은퇴자,1885,1105,750,398,2,0,0,700,873,468
273,68,0,기타 지방,대기업 직원,4924,2750,800,434,2,1,0,1884,1968,1102
274,52,0,기타 지방,무직,1165,552,750,140,2,0,0,1391,1040,1879
275,41,0,서울,프리랜서,2937,957,800,414,2,0,0,780,747,570
276,37,1,서울,무직,1489,496,750,286,2,0,0,1071,1295,1870
277,31,0,지방 대도시,공무원,4125,2022,900,750,3,0,0,0,499,-1523
278,61,1,인천,대기업 직원,5933,3359,850,1258,3,0,0,905,1774,-680
279,38,1,지방 대도시,프리랜서,2734,827,800,576,2,0,0,709,394,276
280,59,0,지방 대도시,무직,966,512,750,198,2,0,0,1518,734,1740
281,45,0,경기,무직,1325,427,750,173,2,0,0,1551,1109,2233
282,58,0,기타 지방,대기업 직원,4557,1859,900,711,4,0,0,1271,856,268
283,49,1,인천,프리랜서,2473,1036,800,246,2,0,0,169,316,-551
284,45,1,지방 대도시,자영업자,2909,882,800,309,2,0,0,801,269,188
285,43,1,서울,프리랜서,3970,1415,750,657,4,1,0,1920,1270,1775
286,35,0,서울,은퇴자,2804,1532,750,320,2,0,0,1126,412,6
287,37,1,지방 대도시,대기업 직원,5912,2006,900,723,4,0,0,926,438,-642
288,34,1,경기,자영업자,5297,2524,800,504,3,0,0,1505,1038,19
289,67,0,지방 대도시,대기업 직원,6091,3389,850,1108,4,0,0,639,451,-2299
290,37,1,인천,공무원,4781,2541,900,603,4,0,0,269,986,-1286
291,40,1,지방 대도시,무직,1052,562,750,229,2,0,0,261,86,-215
292,59,1,기타 지방,자영업자,3135,1576,800,295,2,0,0,897,551,-128
293,70,0,기타 지방,중소기업 직원,3414,1815,800,716,2,0,0,309,1253,-253
294,45,0,인천,공무원,5308,1638,900,865,3,0,0,506,1437,305
295,52,1,지방 대도시,은퇴자,1530,712,750,126,2,0,0,1462,1899,2649
296,26,1,지방 대도시,중소기업 직원,3512,1288,830,594,2,0,0,1343,799,854
297,38,1,기타 지방,자영업자,2869,1446,800,675,2,0,0,2718,1712,2984
298,43,1,기타 지방,무직,1186,580,650,106,2,0,1,94,1042,556
299,43,0,경기,프리랜서,3421,1120,800,724,2,0,0,976,1048,904
300,64,1,지방 대도시,프리랜서,2027,688,750,410,2,0,0,465,415,192
301,33,0,서울,무직,1520,484,750,243,1,0,0,48,1178,742
302,45,0,경기,무직,1367,662,750,261,2,0,0,549,973,860
303,79,0,인천,무직,1417,467,700,137,1,0,0,1689,1831,3053
304,53,0,인천,무직,1435,856,750,235,1,0,0,1417,1076,1637
305,25,1,인천,대기업 직원,7920,3834,880,881,4,0,0,360,694,-2780
306,35,0,서울,중소기업 직원,5236,3133,850,1148,2,0,0,123,347,-2663
307,47,0,경기,은퇴자,2362,1248,750,212,2,0,0,1402,547,701
308,24,0,경기,대기업 직원,8747,3831,880,2151,3,0,0,987,1242,-1602
309,43,0,지방 대도시,은퇴자,1836,740,750,214,1,0,0,613,149,22
310,40,0,경기,대기업 직원,8112,4819,900,687,5,0,0,675,769,-3375
311,35,1,인천,대기업 직원,6106,3140,900,1145,5,0,0,49,0,-3091
312,60,1,서울,은퇴자,2736,1232,700,306,1,0,0,1377,1138,1283
313,39,1,지방 대도시,공무원,5052,1712,900,720,4,0,0,960,752,0
314,56,1,지방 대도시,중소기업 직원,3267,1056,850,417,4,0,0,733,686,363
315,60,0,경기,무직,1609,913,700,190,1,0,0,1671,996,1754
316,62,0,지방 대도시,대기업 직원,6069,2477,850,1019,5,0,0,1018,862,-597
317,55,0,지방 대도시,무직,981,399,750,140,1,0,0,789,719,1109
318,44,0,서울,대기업 직원,8400,3809,900,775,3,0,0,363,609,-2837
319,30,0,기타 지방,중소기업 직원,3923,1572,750,563,4,0,1,2128,1889,2445
320,23,0,경기,무직,1599,671,730,320,1,0,0,1765,1799,2893
321,37,1,지방 대도시,중소기업 직원,3349,1302,850,394,3,0,0,841,559,98
322,56,1,서울,대기업 직원,7009,2187,900,711,3,0,0,431,216,-1540
323,25,1,지방 대도시,대기업 직원,6702,3587,880,840,4,0,0,1442,843,-1302
324,42,0,서울,자영업자,5066,2357,800,1059,4,0,0,716,431,-1210
325,33,1,지방 대도시,대기업 직원,5802,1900,900,852,2,0,0,916,749,-235
326,42,0,기타 지방,공무원,3963,2322,900,796,2,0,0,546,985,-791
327,30,1,서울,공무원,6896,2800,900,1545,4,0,0,377,218,-2205
328,21,0,경기,자영업자,3470,1150,780,896,3,0,0,842,1201,893
329,43,1,기타 지방,은퇴자,1292,508,750,183,2,0,0,734,558,784
330,27,1,경기,중소기업 직원,4012,2094,830,437,4,0,0,536,1728,170
331,30,1,기타 지방,프리랜서,2351,843,800,346,2,0,0,965,881,1003
332,50,1,서울,공무원,6063,2557,900,1197,3,0,0,1326,758,-473
333,45,1,서울,프리랜서,3510,1921,800,624,3,0,0,382,0,-1539
334,35,1,경기,프리랜서,2686,1135,800,622,2,0,0,542,954,361
335,47,0,서울,공무원,5547,3237,900,987,4,0,0,450,690,-2097
336,42,0,지방 대도시,자영업자,4436,2370,800,972,2,0,0,898,742,-730
337,62,1,경기,은퇴자,1859,1047,700,151,2,0,0,1192,1977,2122
338,26,0,기타 지방,은퇴자,1352,495,730,249,2,0,0,1599,2431,3535
339,55,1,인천,공무원,6070,2245,900,1267,3,0,0,1332,1338,425
340,21,0,경기,무직,1106,524,730,117,2,0,0,1236,208,920
341,64,1,인천,대기업 직원,7819,2931,850,1562,4,0,0,85,272,-2574
342,36,0,서울,자영업자,4161,1740,800,457,2,0,0,1138,926,324
343,29,1,기타 지방,무직,1153,612,730,273,1,0,0,2427,1731,3546
344,25,0,경기,중소기업 직원,5200,1850,830,566,4,0,0,794,523,-533
345,35,0,서울,공무원,6018,1902,900,787,5,0,0,1093,1214,405
346,49,0,인천,중소기업 직원,4536,2387,850,517,4,0,0,1518,509,-360
347,59,1,기타 지방,무직,951,394,750,183,1,0,0,373,803,782
348,47,1,인천,대기업 직원,6975,2947,900,1473,3,0,0,732,741,-1474
349,67,1,기타 지방,공무원,3956,1665,850,789,3,0,0,956,703,-6
350,58,0,인천,프리랜서,2752,1583,800,535,2,0,0,986,355,-242
351,52,1,서울,무직,1521,476,750,353,1,0,0,1095,683,1302
