user_id,loan_id,loan_product_views,loan_applied
14929,61,3,1
15728,103,8,0
15764,55,1,0
11108,48,9,0
17512,63,3,1
13316,52,8,0
19862,83,8,0
11848,13,9,0
4944,72,3,1
9829,105,1,1
5830,49,2,0
1471,77,9,0
15714,95,1,1
19320,54,7,1
619,22,9,0
10783,108,7,1
3469,24,2,0
3656,35,4,0
2311,73,1,1
5137,117,6,1
671,87,5,0
12126,47,9,1
6179,30,8,0
9715,7,4,0
16328,14,5,1
2990,119,7,1
18704,115,4,0
3733,105,6,1
9935,1,4,1
7484,24,9,1
12918,74,5,0
4858,91,9,0
15839,62,7,1
12541,89,3,1
7099,18,4,0
4505,52,6,1
7896,70,7,0
14116,68,9,1
19777,29,5,1
8989,29,7,0
12599,118,3,0
2375,101,4,1
1202,18,5,1
7678,16,5,0
685,56,8,0
13078,90,6,0
15724,116,5,0
4626,27,4,1
17889,99,5,0
18106,13,9,0
17957,66,6,0
14176,36,8,0
11537,119,4,0
4486,77,6,0
6183,68,3,0
16224,10,5,0
14695,53,4,0
14483,95,9,1
12155,73,5,0
2793,10,7,0
4972,99,7,1
5531,68,4,0
778,43,9,0
11500,34,7,0
17711,18,2,1
2823,108,5,0
16062,42,7,0
16187,6,7,0
10639,39,4,0
11513,44,4,1
2930,116,7,1
365,4,5,0
293,100,3,0
15048,93,9,0
12159,61,3,1
8507,93,5,0
14657,1,8,0
3047,22,5,0
12571,8,4,1
10523,118,4,0
6283,2,5,0
5730,56,9,0
7103,102,1,0
17004,14,8,0
5310,17,5,0
17330,66,5,0
11035,73,1,1
17533,90,9,1
525,103,6,0
17468,28,6,1
2700,18,9,1
8427,92,5,0
16599,1,9,1
17931,1,5,0
14647,54,6,0
15211,107,1,1
2059,30,1,0
3343,58,9,1
11036,25,5,0
8571,89,2,0
2349,70,1,1
8962,69,8,0
2010,87,2,0
11235,114,4,1
17701,29,2,0
1811,4,4,0
11704,40,8,0
3302,57,4,0
10967,76,2,1
18497,33,7,0
5019,114,6,0
17679,61,2,0
8857,15,9,1
10662,38,3,1
11451,36,4,0
5393,108,5,1
410,87,4,0
13542,90,4,0
16017,119,6,0
19601,110,1,0
5344,83,6,0
6740,83,3,0
13664,103,3,1
16706,96,8,1
8288,60,5,1
16684,79,5,0
12762,91,9,0
18660,40,2,1
18715,104,8,0
314,37,7,1
17794,42,5,0
15368,11,8,1
8116,7,7,0
19924,56,7,1
10217,98,6,0
11700,76,7,1
410,35,6,0
12658,72,6,1
8570,9,3,0
11509,119,3,0
11374,7,5,1
8809,101,6,1
16366,62,7,1
6955,10,3,0
10894,77,2,0
2918,30,5,0
4690,34,9,0
1847,10,7,0
19872,2,9,0
3512,11,9,0
8423,95,1,0
19961,47,3,0
15514,77,3,0
12857,114,5,1
5529,106,2,1
9263,112,2,0
8910,26,6,1
13326,36,5,0
15034,48,4,0
10559,55,4,1
1649,59,6,1
14629,70,5,0
5004,26,4,0
17862,53,4,1
6751,19,5,0
1061,94,5,1
14011,85,3,0
11994,19,8,0
15027,84,7,1
19142,68,5,1
6615,89,5,0
13297,57,1,1
310,20,7,0
10908,117,4,1
10660,108,7,0
19936,95,5,1
12040,108,4,0
19697,16,3,0
858,61,5,0
19790,99,1,0
4462,36,8,1
12836,118,6,0
8779,41,4,0
11142,12,1,0
7561,64,2,0
1784,69,7,0
7171,63,2,0
12468,7,3,1
7404,110,9,0
12775,59,4,0
4931,103,3,0
17470,73,3,1
12626,60,6,1
13712,106,7,0
359,113,5,0
1209,64,1,0
5153,17,9,1
6403,82,2,1
17124,7,3,1
17124,22,6,1
8942,82,3,0
3848,18,8,0
2840,54,9,0
44,43,8,0
5426,76,3,1
17498,34,7,0
12759,72,1,0
3783,37,3,1
12580,83,6,0
15788,86,3,1
1874,92,1,0
11286,43,7,0
5345,19,3,0
18962,24,5,1
8370,8,4,0
15135,27,4,0
3367,71,6,0
7773,78,4,1
110,49,2,0
17884,20,3,0
1138,104,8,1
16164,93,5,0
1806,39,9,0
14828,53,7,0
13588,66,8,1
13114,77,8,1
3821,56,9,0
16253,10,1,1
15655,32,7,0
17615,78,2,1
16773,24,3,1
13020,23,6,0
15205,90,5,1
2540,54,3,1
14868,6,2,0
18753,67,7,1
1694,89,7,1
14673,71,4,1
626,36,5,0
637,45,9,1
4451,86,9,0
3420,118,5,0
11821,10,6,1
4541,70,4,0
12350,51,4,1
10837,96,6,0
2121,117,6,1
4447,86,1,0
10195,80,6,1
12083,87,5,0
12602,92,9,1
11989,49,4,0
10707,90,5,0
16076,22,3,1
16752,101,9,1
4164,89,7,0
19623,103,4,0
12567,70,1,1
16716,43,3,0
11956,91,2,1
4450,79,4,0
1903,18,8,1
5487,62,5,0
15095,43,3,1
13196,58,8,1
14837,50,5,0
19470,85,4,0
18513,108,4,0
5305,57,3,0
4770,112,7,0
9543,46,4,1
15469,67,6,1
10055,1,5,0
3014,56,3,1
18117,98,2,0
1220,89,7,1
10172,21,4,1
5713,44,7,0
11278,39,4,0
13617,38,4,0
15081,15,6,0
1977,19,6,0
19070,96,6,0
16275,40,5,1
14539,63,5,1
14041,38,8,1
12096,57,5,0
5174,53,2,0
2291,109,5,0
8057,39,9,0
5190,13,7,1
5382,35,6,1
15141,53,7,1
10271,17,2,0
18012,113,5,0
4042,80,3,1
11443,113,9,1
10870,118,7,1
16260,36,1,1
6179,97,2,1
12894,89,3,0
9489,13,6,1
5229,5,7,1
12892,2,1,0
3283,61,2,1
11079,95,7,1
17129,85,9,0
13839,30,8,0
14982,119,9,0
10128,111,6,1
3244,6,4,0
7569,79,2,0
5364,69,3,0
11749,95,7,0
5645,79,2,0
7118,2,5,0
9918,103,6,1
16859,103,3,0
16098,3,3,1
12428,37,1,0
6277,39,5,1
7623,101,2,1
13938,6,1,1
18021,107,4,0
1860,68,2,1
1663,97,1,0
7765,56,4,0
14469,56,2,0
4872,86,7,1
14564,34,2,0
9745,20,2,0
7897,34,6,1
18526,7,8,1
9479,4,9,1
15981,85,6,0
3454,10,6,0
6921,101,7,0
3765,18,6,0
19410,79,9,0
18100,39,5,1
1479,120,3,0
19009,90,9,1
2463,94,3,1
19246,65,8,0
10412,111,2,0
11423,30,3,0
14395,8,9,0
12222,117,4,0
17869,78,9,1
1838,56,3,1
1842,86,2,0
10578,45,8,1
11136,105,8,1
2099,107,3,1
13517,33,9,0
2367,22,4,0
3392,5,5,0
13979,38,6,0
2157,54,7,0
9296,45,3,0
19541,116,6,0
16326,7,1,0
12239,15,4,1
19402,56,9,1
3370,8,2,1
9624,60,4,0
14459,86,1,1
19308,79,7,0
11254,77,2,1
16411,59,5,1
17115,11,2,0
18710,48,5,0
211,41,7,0
4408,90,1,1
12061,85,6,1
4663,98,6,0
9095,50,2,0
14948,27,9,0
11484,67,9,1
12659,36,8,1
15323,109,5,1
18035,81,3,1
584,88,7,1
3779,61,8,0
17388,72,2,0
16151,72,8,0
12362,8,2,1
2073,120,4,0
7194,11,1,0
5615,77,9,1
10023,70,5,0
13007,96,7,1
13426,15,6,1
322,99,3,0
4211,95,2,0
15848,52,3,0
17918,87,7,0
16518,17,5,0
17329,113,7,0
8453,97,2,0
7806,12,3,0
12563,112,2,0
4285,60,2,1
11386,2,5,0
8061,90,2,0
10834,115,5,0
6734,110,2,0
4529,120,3,1
11354,107,7,0
13875,37,7,1
8682,88,7,0
8744,92,9,0
1861,53,9,0
1635,79,5,0
17820,7,1,0
17301,118,8,1
18364,57,7,0
2548,2,2,0
18443,61,9,1
8645,36,4,1
17116,91,1,1
13877,28,3,1
1371,29,4,0
2839,54,5,1
4725,72,9,1
9735,99,2,0
7859,100,9,1
15724,111,1,0
93,72,8,1
15080,62,8,1
10913,111,6,0
16692,12,2,1
14835,72,3,1
2227,95,6,1
1340,17,2,0
12564,32,9,0
12078,2,7,0
17522,67,7,0
13336,78,5,0
7921,116,5,1
998,108,4,0
4941,108,1,1
7051,102,1,1
12229,18,8,1
11394,109,2,0
9027,103,4,0
10463,18,4,1
962,31,5,0
12480,104,1,0
13293,56,1,1
18675,50,2,1
4036,15,8,0
1397,108,5,0
6512,16,5,1
3790,61,4,0
12660,75,3,0
9439,56,1,1
13356,7,7,0
11234,87,7,0
1894,70,4,1
12802,41,4,0
10672,74,9,0
17713,74,5,1
10141,2,6,0
12752,66,1,0
11000,51,3,1
18044,54,6,0
10615,105,4,1
9019,26,9,1
1197,84,2,1
4402,71,8,1
2877,104,4,0
18967,98,2,0
17166,85,9,0
17196,12,8,0
3876,24,8,0
15002,112,7,1
7109,45,9,0
3130,53,4,0
8768,4,6,1
11177,113,3,0
19039,34,9,0
6422,88,4,1
9358,9,8,0
14670,43,6,1
6784,102,1,1
2375,36,1,1
8672,54,4,0
8851,88,8,0
5137,24,3,0
9365,3,5,1
19470,9,7,1
1325,38,9,0
10618,119,7,0
3238,5,6,1
3879,51,3,0
1750,16,1,1
11518,67,6,0
17946,95,2,1
5523,87,6,1
6587,51,1,0
17107,83,6,0
12818,94,5,1
4430,53,1,1
18022,72,6,0
1766,69,2,0
2754,21,8,0
314,91,7,1
16321,118,3,0
18824,79,5,0
4673,29,2,1
14304,15,2,1
12930,80,6,0
14432,42,9,0
11799,87,6,0
3000,88,1,0
3220,25,5,1
14502,33,5,1
18534,6,9,0
18238,41,2,1
7319,49,4,1
8935,32,8,0
7086,9,3,1
7862,47,4,1
12051,83,4,0
3001,40,4,1
8629,86,7,0
8439,31,1,0
13486,104,3,1
352,50,5,1
16133,83,5,0
13816,1,9,0
15736,18,4,1
18864,6,1,0
19892,41,1,0
9917,74,6,1
14591,83,3,0
6414,108,4,0
17273,5,5,0
6950,77,9,0
18057,57,6,0
9148,7,3,0
6556,53,6,0
38,88,4,1
2905,111,6,0
7428,69,9,0
8870,116,4,0
12692,75,8,1
12600,108,8,1
19905,113,1,0
14766,96,6,0
14988,108,6,0
7475,43,3,0
18238,108,6,0
3572,114,1,1
11416,115,3,0
428,51,1,0
2176,27,8,0
15011,40,5,0
15814,102,6,1
18487,51,4,0
16087,14,8,1
11064,110,1,0
16153,100,4,0
5768,34,8,1
3892,12,6,1
8319,115,9,0
8718,112,1,0
5775,91,2,1
5000,86,8,0
2895,25,7,1
15522,51,5,0
14982,99,5,1
8848,84,6,0
7500,112,8,1
16166,108,6,1
9586,48,2,0
10857,78,7,0
16978,49,5,1
8674,103,7,1
9870,18,3,1
18444,17,2,0
3751,17,5,0
7282,89,4,0
16406,91,8,0
17817,103,6,1
17868,99,8,0
6047,12,8,0
19141,10,5,0
2156,88,8,0
4878,94,3,0
17632,52,7,0
17531,86,9,1
6800,1,3,1
6183,96,5,0
19504,65,9,1
16230,55,4,0
16766,87,7,1
10439,61,2,1
10239,85,8,1
5637,16,4,0
14336,63,8,0
6849,88,6,0
16645,26,6,1
18858,26,7,1
16881,92,2,1
14167,114,3,0
1701,110,9,0
19988,24,7,1
3072,120,1,0
7543,39,1,0
15128,62,8,1
19957,52,1,1
14330,93,4,0
17443,19,3,1
655,69,7,0
7281,53,8,1
11062,6,7,1
10984,32,5,0
12921,83,8,0
6623,31,7,0
794,84,5,1
12054,113,4,0
19964,113,4,0
17282,37,2,0
17397,87,6,0
15100,29,5,1
12821,13,6,0
11998,111,1,0
1321,82,5,1
12953,84,4,0
198,23,3,1
14035,43,4,0
1588,40,7,0
14091,58,6,0
5915,95,7,0
7950,94,1,0
9089,101,3,0
13970,89,5,1
4679,67,5,1
14619,112,1,1
14990,102,1,1
13717,14,8,1
11612,111,1,0
1912,100,5,0
15382,107,8,1
14960,111,8,0
13092,3,4,1
14835,85,7,0
19793,51,4,1
16135,38,6,0
16327,65,9,1
2416,16,3,0
19957,119,6,0
13748,39,5,1
4311,108,4,1
951,53,6,0
14718,24,2,1
5611,110,1,0
10333,72,1,1
11626,117,2,1
16631,77,7,0
15963,32,3,1
15542,47,4,1
12032,2,6,0
8755,69,8,0
18670,63,9,1
613,114,2,1
13486,52,8,1
11750,111,4,0
17749,4,3,0
6585,52,7,0
5826,72,9,1
6110,61,4,1
1402,11,3,0
17720,55,1,0
10537,72,4,0
19208,72,9,1
16369,97,2,1
19038,14,4,1
5211,100,9,1
10093,40,3,0
12045,71,2,0
2772,22,6,1
14660,5,8,1
10853,80,5,1
11332,78,5,1
9471,62,4,1
16816,52,7,1
13803,59,4,0
18948,68,1,1
889,93,5,0
5802,3,8,1
1531,113,1,1
5292,36,2,0
14564,78,6,1
10546,52,3,1
17686,77,9,0
655,69,8,0
5820,40,1,0
19876,16,7,0
18847,98,1,0
9428,49,7,0
1282,77,2,0
6722,120,8,0
8081,51,8,1
17172,45,4,1
9127,101,8,0
1860,82,5,0
753,56,8,0
480,81,1,1
14918,106,2,1
4435,109,9,0
5075,15,8,0
2035,5,3,1
16354,13,6,1
4491,12,3,1
19833,44,4,1
11190,84,1,0
8448,4,6,0
19371,54,9,0
3700,28,6,1
3332,94,9,0
7977,102,8,0
8564,57,9,1
8066,67,4,1
17962,37,2,1
59,65,4,0
9237,105,1,0
17676,101,1,1
396,55,5,0
4739,53,6,1
13774,102,5,0
4201,44,2,1
1011,36,6,0
10452,68,5,0
11839,84,6,1
17956,58,4,0
9560,33,2,0
4526,67,6,1
8539,63,1,1
10018,58,6,0
2288,21,7,0
15471,44,6,0
5544,38,9,1
14907,56,6,0
2373,113,7,0
16184,72,4,0
6807,93,9,0
19015,36,5,1
7748,84,6,0
12054,86,5,0
2718,76,2,0
7668,108,3,1
15201,12,1,1
19519,106,7,0
5151,109,8,1
6781,51,2,0
750,39,6,0
4293,39,4,0
12713,34,7,0
17000,97,7,0
18767,59,9,0
16750,29,7,0
9169,78,4,0
12140,40,4,1
4497,16,7,0
9667,99,3,0
15012,33,4,0
3454,116,1,0
2195,37,5,0
14627,18,9,1
1083,35,8,0
17190,13,4,0
16780,108,4,0
15409,73,9,0
964,79,7,1
6760,96,5,0
9761,46,6,1
9164,51,9,0
5582,22,4,0
432,94,2,1
6556,38,3,1
14086,2,8,0
9183,58,6,0
8183,116,1,0
14719,46,6,1
3863,104,1,1
15435,104,4,0
6330,81,1,1
17590,45,3,0
7606,61,6,1
1736,116,3,0
306,118,3,0
9594,80,8,0
4228,115,4,1
12696,87,9,0
6703,69,7,0
4019,110,4,0
2353,54,6,0
3256,80,6,1
1495,92,3,0
9075,88,9,1
16144,63,5,1
13078,109,7,0
4426,104,2,1
3185,49,9,0
15756,110,3,0
14994,96,9,0
4178,109,1,0
5343,39,3,1
7819,25,8,0
15062,48,7,0
14122,13,7,1
12181,6,8,0
3588,92,9,1
17547,26,9,0
4605,11,6,1
12862,76,9,0
16522,50,4,0
13085,105,4,0
12073,10,6,1
13430,55,7,1
10539,105,4,0
1377,16,5,1
9649,100,4,0
19568,49,5,0
15611,77,5,1
17580,37,8,0
10696,11,1,1
6928,18,3,1
13523,47,4,0
18114,119,1,1
4855,10,7,1
5451,32,2,0
10176,89,2,0
1965,118,8,1
252,23,6,1
18433,39,2,0
18550,99,1,0
4062,84,6,0
18134,24,1,1
2145,6,9,0
10200,32,4,1
13152,63,7,1
7049,33,9,0
14479,9,2,0
10554,78,5,0
902,64,9,0
14976,34,2,1
18429,96,2,0
13750,118,3,0
11873,37,9,1
4719,102,6,0
9939,65,9,0
13549,68,2,1
14259,45,9,0
4877,47,3,1
12268,63,1,0
10939,23,2,1
1705,104,1,0
15172,86,4,0
8475,17,6,0
1649,68,8,0
7818,84,8,1
2598,8,1,1
7978,107,4,0
5011,56,2,1
9309,28,3,0
3073,117,6,0
14126,64,9,0
17951,44,4,1
2785,34,9,0
18577,14,5,1
17580,32,9,0
5166,32,5,0
13942,25,4,1
2516,64,4,1
6818,69,9,0
821,117,3,0
9899,35,6,1
15803,35,9,0
19721,94,2,0
19285,13,9,0
6274,33,1,0
11058,48,4,0
15297,102,2,0
13656,50,6,1
9115,111,4,0
16356,82,3,0
5836,64,9,0
512,108,6,0
14159,29,1,0
836,119,2,1
10081,13,4,1
8678,104,7,1
10282,77,8,0
13408,27,4,0
18777,64,5,0
10513,92,7,0
13845,47,6,1
8056,111,8,0
10298,44,7,1
14551,42,9,1
398,109,8,0
18126,34,9,0
1032,9,9,0
16383,61,4,0
4844,43,3,0
17179,89,9,1
2304,108,9,1
7524,8,6,0
8625,70,7,1
16458,14,9,1
19007,97,5,0
1539,83,1,1
11731,114,6,1
9716,3,2,0
6677,61,1,1
12024,47,1,1
8672,85,1,0
18064,112,6,0
4413,46,1,1
13972,55,3,0
11196,5,2,0
2502,108,9,1
2231,60,1,1
16037,104,7,1
3458,119,4,0
2514,7,1,0
9463,104,5,0
15484,93,7,0
9020,63,6,1
2820,7,7,1
1885,38,1,1
3542,76,3,0
3652,64,5,0
17444,69,4,1
4709,65,7,0
12518,51,8,0
12422,48,2,0
8752,76,2,1
16648,103,4,0
8931,74,3,0
19192,75,5,0
11594,72,4,0
5909,22,8,0
10487,71,6,1
4120,79,2,0
19964,90,3,0
4204,13,3,0
1450,88,4,0
4472,62,1,0
8176,7,3,0
8549,48,1,0
18568,98,8,1
16875,108,4,0
18419,92,8,0
3032,64,6,1
3555,112,7,0
82,37,1,0
19608,16,9,0
14240,55,8,0
19634,72,6,1
13232,61,7,1
18443,3,9,0
19333,90,6,1
949,51,8,0
8672,63,8,0
12420,93,1,0
3062,8,5,1
11091,77,7,0
14009,23,8,0
9933,89,5,0
1727,16,9,0
14818,116,2,0
18522,34,5,0
6208,87,6,0
5360,36,8,0
15422,85,6,1
14599,22,7,1
2012,91,1,1
290,109,7,0
14521,7,8,1
13923,32,4,0
6429,3,9,0
14356,1,6,0
8406,10,1,1
13055,98,2,0
5678,108,4,1
13197,18,2,1
6028,63,3,1
14488,41,2,0
10331,114,3,0
11018,97,1,1
18979,57,7,1
1830,28,8,1
14465,3,1,1
10283,99,7,0
5195,15,6,0
2633,43,4,0
5233,92,5,0
6771,21,8,0
6686,82,4,0
10324,65,9,0
9167,40,4,1
8267,3,7,1
18693,82,5,1
6850,54,4,0
14092,99,4,0
5626,92,1,0
5913,49,7,1
10805,78,5,0
6759,42,6,0
1285,50,7,0
942,89,3,0
12027,82,6,0
3853,57,1,0
13844,110,5,0
18745,88,9,1
1821,109,3,0
962,87,9,0
16220,120,8,0
12621,97,5,0
9022,8,5,0
4923,11,1,0
1096,91,9,0
3282,45,4,0
11640,49,2,0
17869,1,6,1
15659,43,1,1
17182,8,2,0
4684,72,7,0
18284,4,7,1
15501,24,5,0
16482,61,5,0
9456,80,7,1
17064,112,1,0
16270,12,9,0
1221,31,9,1
14963,90,2,1
12374,116,5,0
17564,69,5,0
12535,96,7,0
15376,26,7,1
15958,96,2,0
9726,63,9,0
17109,35,9,0
14157,48,2,0
2833,13,5,0
9088,82,9,0
9978,17,6,0
11434,104,9,1
7948,27,6,0
4303,39,4,0
10296,36,1,0
7853,89,5,1
6353,11,1,0
3478,32,5,0
5755,58,5,0
17148,13,4,0
6549,18,4,0
18723,41,9,0
476,3,2,0
18396,71,8,0
3335,118,9,0
18354,54,5,0
1303,103,7,0
17683,106,1,1
3714,16,8,0
15947,120,5,1
7683,33,1,1
10633,39,2,0
904,14,2,0
15043,105,1,0
12904,39,4,0
4868,12,6,1
16998,10,4,1
13787,31,9,0
17103,61,6,1
5004,94,1,0
10028,95,3,0
19134,16,6,0
9065,92,1,0
5962,80,6,1
11832,94,5,1
9249,24,7,0
724,112,8,0
282,91,3,0
3551,103,8,1
9619,13,6,0
15156,64,8,0
19911,44,7,1
12346,103,6,0
3893,112,9,1
6855,82,9,1
16808,41,7,1
4824,17,3,1
6000,13,9,0
16294,26,3,0
10833,32,2,0
9263,8,5,0
1514,63,5,1
12074,93,4,0
6955,46,6,0
4182,65,4,0
4238,92,7,0
5425,18,2,0
16955,117,7,1
7839,47,4,1
10313,109,8,0
10888,65,5,1
19131,82,9,1
7223,64,3,1
15862,102,9,1
6374,38,2,1
7378,58,5,1
1565,14,9,0
14547,32,4,0
4399,38,5,1
12870,96,3,0
1883,29,4,1
1143,9,1,0
13783,4,5,0
8799,46,5,1
9528,60,3,0
11964,81,4,1
7995,16,1,0
15101,70,6,1
11627,73,9,0
9626,2,9,0
13970,74,1,1
17699,52,6,0
6861,12,1,1
8319,82,7,0
15077,117,6,1
13250,48,3,0
11730,78,1,1
7596,4,7,1
13549,57,6,0
17524,118,3,0
212,72,5,1
9560,31,1,1
2331,35,6,1
13073,82,6,0
1718,59,9,1
14053,14,6,1
19014,42,1,0
13611,96,5,0
4154,44,1,1
13550,63,3,1
5069,54,1,0
19887,77,7,0
2171,101,8,0
8607,103,4,1
15403,16,9,0
7276,42,8,1
3723,118,6,0
15934,65,2,1
13822,14,4,0
15331,74,3,1
13695,46,4,0
2102,94,7,0
10122,67,4,0
12297,11,5,0
9752,17,6,0
13981,56,6,1
3696,100,3,0
14427,15,9,1
10061,61,4,1
11917,104,6,1
11357,23,5,1
7384,1,6,1
9853,119,8,1
14282,82,4,0
2000,10,3,0
2821,119,2,0
14921,49,4,0
18425,110,7,0
3154,43,1,0
7088,57,9,1
12922,49,1,0
18020,55,3,0
6299,96,4,0
1924,72,4,0
6083,42,1,0
17663,79,5,1
5625,12,5,0
3735,85,7,0
9199,30,7,1
14769,27,9,1
9505,32,3,0
19954,88,7,0
11109,28,7,1
6907,77,1,1
5006,19,8,1
10156,36,1,1
4044,22,9,1
5922,26,5,1
18839,29,1,1
10904,53,1,1
17508,17,9,0
10178,7,1,1
12999,39,8,0
9960,6,4,1
1880,8,2,1
17174,88,4,1
15231,59,7,0
12986,10,9,1
19427,62,6,1
19464,19,8,0
13502,8,9,1
12969,33,9,0
7521,59,7,0
155,79,5,0
19812,77,1,0
12161,51,3,1
3955,5,7,0
13449,39,5,0
12434,34,7,0
19172,104,2,0
18777,27,8,0
19204,52,5,1
301,44,4,0
15007,119,1,0
16241,88,5,1
18160,95,4,0
9965,23,5,0
4897,86,5,0
6419,109,7,1
3254,3,6,1
15503,93,9,0
14581,77,7,0
19515,21,9,0
13068,100,4,1
7198,43,8,1
19929,56,8,1
4541,99,5,0
18291,114,4,1
8832,74,2,0
10958,54,8,0
13572,53,6,1
17347,71,9,1
17043,32,6,0
6235,70,8,0
4399,66,9,1
15414,55,2,0
14823,82,9,1
9550,113,5,1
1162,23,6,1
17246,98,4,1
10504,65,2,1
16036,65,2,1
17073,56,1,0
9932,5,6,1
12449,104,1,1
11126,106,3,0
16519,91,7,1
12148,45,9,1
9447,105,1,0
6329,77,3,0
5664,101,2,0
18381,72,4,1
594,20,2,1
18219,70,7,0
10780,57,9,1
899,69,6,1
9660,56,5,0
3464,18,4,0
16730,69,4,1
11757,86,1,1
16659,79,1,0
1053,67,2,1
3107,97,7,0
741,69,9,1
3499,93,7,0
11189,68,4,0
18788,111,9,0
9153,49,9,0
1522,107,3,0
4005,66,4,1
16710,70,2,1
823,83,3,0
17050,21,8,0
14344,111,4,0
6209,83,2,0
15748,110,8,0
2855,96,8,0
6797,102,9,0
7977,84,6,0
2265,10,4,0
9100,55,8,1
6849,50,6,1
15648,105,8,0
4430,77,9,0
14023,58,6,0
890,51,6,1
9846,117,1,0
8053,86,4,1
11330,37,3,1
9217,18,5,1
6113,69,2,0
4628,13,6,1
15128,111,8,0
400,59,9,0
4311,97,5,0
12797,35,6,0
14740,94,2,1
4233,73,3,0
18161,33,7,0
1613,11,7,0
8021,23,5,1
15879,59,9,0
16221,69,7,1
15764,17,8,0
19259,21,7,0
14910,61,3,1
13558,25,6,1
14056,31,3,1
2265,3,2,1
3988,36,1,0
5462,102,7,0
10341,54,8,1
8823,95,6,0
12952,34,2,0
5581,13,7,0
9190,96,5,0
18393,90,9,0
12291,32,1,0
7735,30,9,0
13984,20,1,1
12636,83,9,0
5808,51,7,1
16381,43,4,0
16396,55,3,0
16453,60,9,1
2211,30,7,0
6471,37,3,1
8784,73,5,0
5192,21,6,1
12137,45,8,0
11800,42,2,0
14195,40,2,0
286,102,3,0
4067,6,4,1
13322,14,9,1
487,68,9,0
5566,110,9,1
6402,103,7,0
10143,23,2,1
2127,39,1,0
17207,91,8,0
4948,63,2,0
5402,71,8,0
7916,16,7,0
9471,102,7,0
1977,106,1,0
9624,61,1,1
4509,2,8,0
13099,16,7,0
2094,103,7,1
19313,22,6,0
11661,1,2,1
13697,56,2,0
7482,69,6,1
5463,60,3,0
9384,34,3,1
16706,112,9,1
2272,91,9,1
229,52,4,0
2777,83,3,1
18520,80,7,1
8246,34,4,1
8353,64,9,0
11883,68,4,0
14729,100,1,0
764,105,9,1
2265,1,9,1
10953,38,8,1
10599,102,4,1
3760,110,8,0
18860,48,5,1
10648,20,9,1
15001,83,9,0
1729,76,4,0
213,8,4,1
2389,27,5,0
9792,30,5,0
722,87,6,0
13181,33,2,0
19457,83,8,0
9870,50,4,1
5076,117,6,1
12416,33,1,0
7392,34,1,1
1517,73,6,0
17509,12,8,1
1633,69,2,1
16241,92,5,0
13771,72,5,0
13658,12,2,1
3230,36,6,1
2138,8,6,0
9969,107,9,1
9246,118,2,1
12255,113,3,0
5320,4,3,0
4388,90,4,0
4918,21,3,1
8914,23,9,0
19298,81,8,0
8555,117,7,0
18867,24,2,1
12192,84,3,0
3669,6,7,0
723,46,6,1
